iconCategory;magnitudeOfDelay;startTime;endTime;length;delay;roadNumbers;events;coordinates;date;time;site
6;3;2021-05-02T08:23:30Z;2021-05-02T10:40:30Z;610.0728123;237;[];Stationary traffic;[[-8.3957782826, 41.5495379683], [-8.3957796237, 41.549528559], [-8.3957997403, 41.5493662796], [-8.3958480201, 41.5491128545], [-8.3959378741, 41.5488593656], [-8.3960599146, 41.5485911343], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;11:18:11;Braga
6;3;2021-05-02T08:23:30Z;2021-05-02T10:43:30Z;610.0728123;165;[];Stationary traffic;[[-8.3957782826, 41.5495379683], [-8.3957796237, 41.549528559], [-8.3957997403, 41.5493662796], [-8.3958480201, 41.5491128545], [-8.3959378741, 41.5488593656], [-8.3960599146, 41.5485911343], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;11:23:11;Braga
6;3;2021-05-02T08:23:30Z;2021-05-02T10:52:30Z;501.2660962;143;[];Stationary traffic;[[-8.3960625968, 41.5485871196], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;11:33:12;Braga
6;3;2021-05-02T08:41:00Z;2021-05-02T11:02:30Z;261.9738105;112;[];Stationary traffic;[[-8.4002857349, 41.5480386095], [-8.3999598465, 41.5479862925], [-8.3998096428, 41.5479568093], [-8.3996648035, 41.5479366729], [-8.3994569323, 41.5478990975], [-8.3992007813, 41.5478240093], [-8.3989848635, 41.5477543158], [-8.3988360009, 41.5476858769], [-8.3987072549, 41.5476269102], [-8.3985275469, 41.5475276704], [-8.3981721542, 41.5473251128], [-8.3979870818, 41.5472205404], [-8.3979669652, 41.5472084333], [-8.3978771112, 41.5471521636], [-8.3978167615, 41.5470958311], [-8.397772505, 41.5470287716], [-8.3977215431, 41.5468678033]];02/05/2021;11:43:13;Braga
6;3;2021-05-02T08:41:00Z;2021-05-02T11:07:30Z;288.8710488;151;[];Stationary traffic;[[-8.4006008944, 41.5480922437], [-8.4004748306, 41.5480721074], [-8.4002991459, 41.5480413069], [-8.3999598465, 41.5479862925], [-8.3998096428, 41.5479568093], [-8.3996648035, 41.5479366729], [-8.3994569323, 41.5478990975], [-8.3992007813, 41.5478240093], [-8.3989848635, 41.5477543158], [-8.3988360009, 41.5476858769], [-8.3987072549, 41.5476269102], [-8.3985275469, 41.5475276704], [-8.3981721542, 41.5473251128], [-8.3979870818, 41.5472205404], [-8.3979669652, 41.5472084333], [-8.3978771112, 41.5471521636], [-8.3978167615, 41.5470958311], [-8.397772505, 41.5470287716], [-8.3977215431, 41.5468678033]];02/05/2021;11:48:14;Braga
6;3;2021-05-02T08:23:30Z;2021-05-02T11:12:30Z;610.0728123;166;[];Stationary traffic;[[-8.3957782826, 41.5495379683], [-8.3957796237, 41.549528559], [-8.3957997403, 41.5493662796], [-8.3958480201, 41.5491128545], [-8.3959378741, 41.5488593656], [-8.3960599146, 41.5485911343], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;11:53:14;Braga
6;3;2021-05-02T08:23:30Z;2021-05-02T11:22:30Z;610.0728123;155;[];Stationary traffic;[[-8.3957782826, 41.5495379683], [-8.3957796237, 41.549528559], [-8.3957997403, 41.5493662796], [-8.3958480201, 41.5491128545], [-8.3959378741, 41.5488593656], [-8.3960599146, 41.5485911343], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;12:03:15;Braga
6;3;2021-05-02T08:23:30Z;2021-05-02T11:27:30Z;610.0728123;142;[];Stationary traffic;[[-8.3957782826, 41.5495379683], [-8.3957796237, 41.549528559], [-8.3957997403, 41.5493662796], [-8.3958480201, 41.5491128545], [-8.3959378741, 41.5488593656], [-8.3960599146, 41.5485911343], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;12:08:16;Braga
6;3;2021-05-02T08:23:30Z;2021-05-02T11:33:30Z;610.0728123;159;[];Stationary traffic;[[-8.3957782826, 41.5495379683], [-8.3957796237, 41.549528559], [-8.3957997403, 41.5493662796], [-8.3958480201, 41.5491128545], [-8.3959378741, 41.5488593656], [-8.3960599146, 41.5485911343], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;12:13:16;Braga
6;3;2021-05-02T08:23:30Z;2021-05-02T11:37:30Z;610.0728123;175;[];Stationary traffic;[[-8.3957782826, 41.5495379683], [-8.3957796237, 41.549528559], [-8.3957997403, 41.5493662796], [-8.3958480201, 41.5491128545], [-8.3959378741, 41.5488593656], [-8.3960599146, 41.5485911343], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;12:18:17;Braga
6;2;2021-05-02T08:23:30Z;2021-05-02T11:42:30Z;610.0728123;121;[];Queuing traffic;[[-8.3957782826, 41.5495379683], [-8.3957796237, 41.549528559], [-8.3957997403, 41.5493662796], [-8.3958480201, 41.5491128545], [-8.3959378741, 41.5488593656], [-8.3960599146, 41.5485911343], [-8.3961604974, 41.5484221405], [-8.3962516925, 41.5482934189], [-8.3962986312, 41.5482263606], [-8.3964971147, 41.5480104436], [-8.3967921576, 41.5477113454], [-8.3970375798, 41.5474726556], [-8.3972374043, 41.5473023415], [-8.3972883663, 41.5472822049], [-8.3973379872, 41.5472567361], [-8.3973809025, 41.5472245551], [-8.3974546633, 41.5471655253], [-8.3975136719, 41.5471118903], [-8.3975686572, 41.5470595726], [-8.3976290069, 41.5469992252], [-8.3976893566, 41.5469214385], [-8.3977215431, 41.5468678033], [-8.3977376363, 41.546814168], [-8.3977430007, 41.5467806695], [-8.3978341958, 41.546673336], [-8.39788784, 41.546606276], [-8.3979428253, 41.5465432935], [-8.3980970523, 41.5463930511], [-8.3982620082, 41.5462106897], [-8.3984202585, 41.5460524168], [-8.3985597334, 41.5459129633], [-8.3986616573, 41.5458070085], [-8.3988950095, 41.5455669314], [-8.39901705, 41.5454301743], [-8.3991431138, 41.5452732169], [-8.3992597899, 41.5451404741], [-8.399324163, 41.5450251708], [-8.3993697605, 41.5450036534], [-8.3994032881, 41.5449795639], [-8.399427428, 41.5449554116], [-8.3994435213, 41.5449312593], [-8.3994582734, 41.5449057897]];02/05/2021;12:23:18;Braga
6;3;2021-05-02T08:39:30Z;2021-05-02T11:47:30Z;262.4612863;87;[];Stationary traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];02/05/2021;12:28:18;Braga
6;2;2021-05-02T08:39:30Z;2021-05-02T11:52:30Z;262.4612863;52;[];Queuing traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];02/05/2021;12:33:18;Braga
6;3;2021-05-02T08:28:00Z;2021-05-02T11:57:30Z;138.5477667;129;[];Stationary traffic;[[-8.4170441768, 41.5576342309], [-8.4168819032, 41.5576475904], [-8.4166391633, 41.5576704208], [-8.4162354908, 41.5577428633], [-8.4160785816, 41.5577710249], [-8.4158264539, 41.5578085319], [-8.4155716441, 41.5578232712], [-8.415404006, 41.5578326793]];02/05/2021;12:38:19;Braga
6;3;2021-05-02T08:28:00Z;2021-05-02T12:02:30Z;138.5477667;132;[];Stationary traffic;[[-8.4170441768, 41.5576342309], [-8.4168819032, 41.5576475904], [-8.4166391633, 41.5576704208], [-8.4162354908, 41.5577428633], [-8.4160785816, 41.5577710249], [-8.4158264539, 41.5578085319], [-8.4155716441, 41.5578232712], [-8.415404006, 41.5578326793]];02/05/2021;12:43:19;Braga
6;3;2021-05-02T08:28:00Z;2021-05-02T12:07:30Z;138.5477667;85;[];Stationary traffic;[[-8.4170441768, 41.5576342309], [-8.4168819032, 41.5576475904], [-8.4166391633, 41.5576704208], [-8.4162354908, 41.5577428633], [-8.4160785816, 41.5577710249], [-8.4158264539, 41.5578085319], [-8.4155716441, 41.5578232712], [-8.415404006, 41.5578326793]];02/05/2021;12:48:20;Braga
6;3;2021-05-02T09:16:30Z;2021-05-02T12:18:30Z;325.0899281;334;[];Stationary traffic;[[-8.4170361302, 41.5546368577], [-8.4170240602, 41.554847421], [-8.4170119903, 41.5551812976], [-8.4170294247, 41.5552832227], [-8.4170709989, 41.5555582003], [-8.4172198615, 41.556163034], [-8.4173003278, 41.5565130234], [-8.4174626014, 41.5571701577], [-8.4175283155, 41.5574195998], [-8.4175564787, 41.5575242184]];02/05/2021;12:53:20;Braga
6;3;2021-05-02T09:16:30Z;2021-05-02T12:20:30Z;325.0899281;145;[];Stationary traffic;[[-8.4170361302, 41.5546368577], [-8.4170240602, 41.554847421], [-8.4170119903, 41.5551812976], [-8.4170294247, 41.5552832227], [-8.4170709989, 41.5555582003], [-8.4172198615, 41.556163034], [-8.4173003278, 41.5565130234], [-8.4174626014, 41.5571701577], [-8.4175283155, 41.5574195998], [-8.4175564787, 41.5575242184]];02/05/2021;12:58:21;Braga
6;3;2021-05-02T09:16:30Z;2021-05-02T12:24:30Z;325.0899281;145;[];Stationary traffic;[[-8.4170361302, 41.5546368577], [-8.4170240602, 41.554847421], [-8.4170119903, 41.5551812976], [-8.4170294247, 41.5552832227], [-8.4170709989, 41.5555582003], [-8.4172198615, 41.556163034], [-8.4173003278, 41.5565130234], [-8.4174626014, 41.5571701577], [-8.4175283155, 41.5574195998], [-8.4175564787, 41.5575242184]];02/05/2021;13:03:21;Braga
6;2;2021-05-02T08:39:30Z;2021-05-02T15:48:00Z;262.4612863;62;[];Queuing traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];02/05/2021;16:28:41;Braga
6;3;2021-05-02T08:39:30Z;2021-05-02T15:53:00Z;262.4612863;64;[];Stationary traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];02/05/2021;16:33:41;Braga
6;3;2021-05-02T08:39:30Z;2021-05-02T16:03:00Z;262.4612863;74;[];Stationary traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];02/05/2021;16:43:42;Braga
6;2;2021-05-02T08:07:30Z;2021-05-02T16:23:00Z;358.9436208;39;['N101'];Queuing traffic;[[-8.4192221305, 41.5648788348], [-8.4191108189, 41.5647112006], [-8.4189981661, 41.5645113936], [-8.4189498863, 41.5644175104], [-8.4189244053, 41.5643665237], [-8.4188868544, 41.5642793507], [-8.4188291869, 41.56409566], [-8.4187889538, 41.5639669069], [-8.4187178752, 41.5637026893], [-8.4187044642, 41.5636088049], [-8.4186950765, 41.563415705], [-8.4186816654, 41.5630791115], [-8.4186736188, 41.5629127896], [-8.4186709366, 41.5628564709], [-8.4186709366, 41.5628390359], [-8.4186722777, 41.5627987724], [-8.418676301, 41.5627142941], [-8.4186789832, 41.5626419199], [-8.4187138519, 41.5624232916], [-8.4187648139, 41.5620745886], [-8.4187728605, 41.561976688], [-8.4187782249, 41.5619109609], [-8.4187876127, 41.5618157569], [-8.418805047, 41.5617218698]];02/05/2021;17:03:44;Braga
6;1;2021-05-02T08:07:30Z;2021-05-02T16:28:00Z;313.3764942;30;['N101'];Slow traffic;[[-8.4189954839, 41.5645060002], [-8.4189498863, 41.5644175104], [-8.4189244053, 41.5643665237], [-8.4188868544, 41.5642793507], [-8.4188291869, 41.56409566], [-8.4187889538, 41.5639669069], [-8.4187178752, 41.5637026893], [-8.4187044642, 41.5636088049], [-8.4186950765, 41.563415705], [-8.4186816654, 41.5630791115], [-8.4186736188, 41.5629127896], [-8.4186709366, 41.5628564709], [-8.4186709366, 41.5628390359], [-8.4186722777, 41.5627987724], [-8.418676301, 41.5627142941], [-8.4186789832, 41.5626419199], [-8.4187138519, 41.5624232916], [-8.4187648139, 41.5620745886], [-8.4187728605, 41.561976688], [-8.4187782249, 41.5619109609], [-8.4187876127, 41.5618157569], [-8.418805047, 41.5617218698]];02/05/2021;17:08:45;Braga
6;1;2021-05-02T08:07:30Z;2021-05-02T16:33:00Z;286.5938528;26;['N101'];Slow traffic;[[-8.4188868544, 41.5642793507], [-8.4188291869, 41.56409566], [-8.4187889538, 41.5639669069], [-8.4187178752, 41.5637026893], [-8.4187044642, 41.5636088049], [-8.4186950765, 41.563415705], [-8.4186816654, 41.5630791115], [-8.4186736188, 41.5629127896], [-8.4186709366, 41.5628564709], [-8.4186709366, 41.5628390359], [-8.4186722777, 41.5627987724], [-8.418676301, 41.5627142941], [-8.4186789832, 41.5626419199], [-8.4187138519, 41.5624232916], [-8.4187648139, 41.5620745886], [-8.4187728605, 41.561976688], [-8.4187782249, 41.5619109609], [-8.4187876127, 41.5618157569], [-8.418805047, 41.5617218698]];02/05/2021;17:13:45;Braga
6;1;2021-05-02T08:07:30Z;2021-05-02T16:38:00Z;313.3764942;26;['N101'];Slow traffic;[[-8.4189954839, 41.5645060002], [-8.4189498863, 41.5644175104], [-8.4189244053, 41.5643665237], [-8.4188868544, 41.5642793507], [-8.4188291869, 41.56409566], [-8.4187889538, 41.5639669069], [-8.4187178752, 41.5637026893], [-8.4187044642, 41.5636088049], [-8.4186950765, 41.563415705], [-8.4186816654, 41.5630791115], [-8.4186736188, 41.5629127896], [-8.4186709366, 41.5628564709], [-8.4186709366, 41.5628390359], [-8.4186722777, 41.5627987724], [-8.418676301, 41.5627142941], [-8.4186789832, 41.5626419199], [-8.4187138519, 41.5624232916], [-8.4187648139, 41.5620745886], [-8.4187728605, 41.561976688], [-8.4187782249, 41.5619109609], [-8.4187876127, 41.5618157569], [-8.418805047, 41.5617218698]];02/05/2021;17:18:46;Braga
6;1;2021-05-02T08:07:30Z;2021-05-02T18:13:30Z;286.5938528;31;['N101'];Slow traffic;[[-8.4188868544, 41.5642793507], [-8.4188291869, 41.56409566], [-8.4187889538, 41.5639669069], [-8.4187178752, 41.5637026893], [-8.4187044642, 41.5636088049], [-8.4186950765, 41.563415705], [-8.4186816654, 41.5630791115], [-8.4186736188, 41.5629127896], [-8.4186709366, 41.5628564709], [-8.4186709366, 41.5628390359], [-8.4186722777, 41.5627987724], [-8.418676301, 41.5627142941], [-8.4186789832, 41.5626419199], [-8.4187138519, 41.5624232916], [-8.4187648139, 41.5620745886], [-8.4187728605, 41.561976688], [-8.4187782249, 41.5619109609], [-8.4187876127, 41.5618157569], [-8.418805047, 41.5617218698]];02/05/2021;18:53:52;Braga
6;3;2021-05-02T08:39:30Z;2021-05-02T18:18:00Z;262.4612863;71;[];Stationary traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];02/05/2021;18:58:53;Braga
6;2;2021-05-02T08:39:30Z;2021-05-02T18:23:00Z;262.4612863;51;[];Queuing traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];02/05/2021;19:03:53;Braga
6;2;2021-05-03T06:34:30Z;2021-05-03T07:04:30Z;410.5353028;55;['N101'];Queuing traffic;[[-8.419664695, 41.5654085762], [-8.4195989809, 41.5653442324], [-8.4195439956, 41.565286536], [-8.4193683109, 41.5650760068], [-8.4193133256, 41.5650115998], [-8.4192489526, 41.5649271245], [-8.4192221305, 41.5648788348], [-8.4191108189, 41.5647112006], [-8.4189981661, 41.5645113936], [-8.4189498863, 41.5644175104], [-8.4189244053, 41.5643665237], [-8.4188868544, 41.5642793507], [-8.4188291869, 41.56409566], [-8.4187889538, 41.5639669069], [-8.4187178752, 41.5637026893], [-8.4187044642, 41.5636088049], [-8.4186950765, 41.563415705], [-8.4186816654, 41.5630791115], [-8.4186736188, 41.5629127896], [-8.4186709366, 41.5628564709], [-8.4186709366, 41.5628390359], [-8.4186722777, 41.5627987724], [-8.418676301, 41.5627142941], [-8.4186789832, 41.5626419199], [-8.4187138519, 41.5624232916], [-8.4187648139, 41.5620745886], [-8.4187728605, 41.561976688], [-8.4187782249, 41.5619109609], [-8.4187809072, 41.5618828011]];03/05/2021;07:45:00;Braga
